word	Indonesian-id	emotion	emotion-intensity-score
scare	ketakutan	anticipation	0.469
invoke	memohon	anticipation	0.469
shaky	goyah	anticipation	0.469
dawn	Fajar	anticipation	0.469
creeping	merayap	anticipation	0.469
cheerfulness	kegembiraan	anticipation	0.461
soundness	kesehatan	anticipation	0.461
mail	surat	anticipation	0.461
draft	konsep	anticipation	0.461
preliminary	pendahuluan	anticipation	0.461
friendly	ramah	anticipation	0.461
commemorative	peringatan	anticipation	0.461
extricate	melepaskan	anticipation	0.461
alive	hidup	anticipation	0.461
untold	tak terhitung	anticipation	0.461
overture	tawaran	anticipation	0.461
excel	unggul	anticipation	0.461
plight	keadaan buruk	anticipation	0.461
synchronize	sinkronisasi	anticipation	0.461
punt	menyepak bola	anticipation	0.461
sanctuary	suaka	anticipation	0.461
brilliant	cemerlang	anticipation	0.461
pay	membayar	anticipation	0.461
shining	bersinar	anticipation	0.461
regatta	lomba layar	anticipation	0.461
testament	Perjanjian	anticipation	0.461
jeopardy	bahaya	anticipation	0.461
perpetuity	kelangsungan	anticipation	0.453
elegance	keanggunan	anticipation	0.453
career	karier	anticipation	0.453
basketball	bola basket	anticipation	0.453
intimately	dengan intim	anticipation	0.453
renovate	merenovasi	anticipation	0.453
supremacy	supremasi	anticipation	0.453
infinity	tak terbatas	anticipation	0.453
unexpected	tidak terduga	anticipation	0.453
flinch	menyentak	anticipation	0.453
complement	melengkapi	anticipation	0.453
prologue	prolog	anticipation	0.453
compliment	NO TRANSLATION	anticipation	0.453
prevention	pencegahan	anticipation	0.453
improve	memperbaiki	anticipation	0.453
sunset	matahari terbenam	anticipation	0.453
inaugural	perdana	anticipation	0.453
rehabilitation	rehabilitasi	anticipation	0.453
fitting	tepat	anticipation	0.445
surround	mengelilingi	anticipation	0.445
share	Bagikan	anticipation	0.445
epidemic	wabah	anticipation	0.445
sweet	manis	anticipation	0.445
fain	NO TRANSLATION	anticipation	0.445
concealment	penyembunyian	anticipation	0.445
confidence	kepercayaan	anticipation	0.445
perfect	sempurna	anticipation	0.445
sun	matahari	anticipation	0.445
veracity	kebenaran	anticipation	0.445
volunteer	sukarelawan	anticipation	0.445
conjecture	dugaan	anticipation	0.445
medical	medis	anticipation	0.438
prepared	siap	anticipation	0.438
superstitious	bertakhyul	anticipation	0.438
reconstruction	rekonstruksi	anticipation	0.438
tickle	menggelitik	anticipation	0.438
faith	iman	anticipation	0.438
passenger	penumpang	anticipation	0.438
saint	santo	anticipation	0.438
respect	menghormati	anticipation	0.438
rabid	fanatik	anticipation	0.438
reconstruct	merekonstruksi	anticipation	0.438
recombination	rekombinasi	anticipation	0.438
devout	taat	anticipation	0.438
goodness	kebaikan	anticipation	0.438
angel	malaikat	anticipation	0.438
ferment	bergejolak	anticipation	0.438
plea	permohonan	anticipation	0.438
aloha	aloha	anticipation	0.438
serial	serial	anticipation	0.438
conservation	konservasi	anticipation	0.438
serenity	ketenangan	anticipation	0.430
tabulate	mentabulasi	anticipation	0.430
install	memasang	anticipation	0.430
labyrinth	labirin	anticipation	0.430
venerable	tua	anticipation	0.430
perpetuate	mengabadikan	anticipation	0.430
strategist	penyiasat	anticipation	0.430
unverified	tidak diverifikasi	anticipation	0.430
tribunal	pengadilan	anticipation	0.430
charitable	sosial	anticipation	0.430
luscious	lezat	anticipation	0.430
spa	spa	anticipation	0.430
peace	perdamaian	anticipation	0.430
clap	tepuk	anticipation	0.430
conspirator	konspirator	anticipation	0.422
forestall	mencegah	anticipation	0.422
patience	kesabaran	anticipation	0.422
oasis	oasis	anticipation	0.422
grin	menyeringai	anticipation	0.422
revere	memuja	anticipation	0.422
worship	menyembah	anticipation	0.422
vista	vista	anticipation	0.422
laughter	tawa	anticipation	0.422
volatility	keriangan	anticipation	0.422
adrift	terapung	anticipation	0.422
candid	jujur	anticipation	0.422
edification	pendidikan	anticipation	0.422
unresolved	belum terselesaikan	anticipation	0.422
peaceful	tenang	anticipation	0.422
recognizable	dapat dikenali	anticipation	0.422
calls	panggilan	anticipation	0.414
weigh	Menimbang	anticipation	0.414
probation	masa percobaan	anticipation	0.414
proficiency	kecakapan	anticipation	0.414
morn	pagi	anticipation	0.414
craps	craps	anticipation	0.414
detainee	tahanan	anticipation	0.414
mediate	menengahi	anticipation	0.414
continue	terus	anticipation	0.414
astrologer	ahli nujum	anticipation	0.414
punctual	tepat waktu	anticipation	0.414
ordination	pentahbisan	anticipation	0.414
pretty	cantik	anticipation	0.414
thought	pikir	anticipation	0.414
grant	hibah	anticipation	0.414
withstand	menahan	anticipation	0.414
frisky	lincah	anticipation	0.414
ongoing	sedang berlangsung	anticipation	0.414
sing	bernyanyi	anticipation	0.411
long	panjang	anticipation	0.406
confession	pengakuan	anticipation	0.406
headlight	lampu depan	anticipation	0.406
prophylactic	penangkal	anticipation	0.406
mother	ibu	anticipation	0.406
debenture	surat hutang	anticipation	0.406
wizard	penyihir	anticipation	0.406
university	Universitas	anticipation	0.406
proud	bangga	anticipation	0.406
midwife	bidan	anticipation	0.406
banquet	perjamuan	anticipation	0.406
continuation	kelanjutan	anticipation	0.406
navigable	dinavigasi	anticipation	0.406
punished	dihukum	anticipation	0.406
chicane	ketidakjujuran	anticipation	0.406
comfort	kenyamanan	anticipation	0.406
opponent	lawan	anticipation	0.406
subscribe	berlangganan	anticipation	0.406
outdo	mengalahkan	anticipation	0.406
nurture	memelihara	anticipation	0.406
twinkle	kelip	anticipation	0.406
deal	berurusan	anticipation	0.402
efficient	efisien	anticipation	0.398
representing	mewakili	anticipation	0.398
simmer	membara	anticipation	0.398
symphony	simfoni	anticipation	0.398
judiciary	pengadilan	anticipation	0.398
obliging	mewajibkan	anticipation	0.398
saintly	suci	anticipation	0.398
vigil	penjagaan	anticipation	0.398
death	kematian	anticipation	0.398
distracting	mengalihkan perhatian	anticipation	0.398
mortification	malu	anticipation	0.398
balm	balsem	anticipation	0.398
guillotine	guillotine	anticipation	0.398
top	puncak	anticipation	0.398
lettered	bernomor	anticipation	0.398
reliance	kepercayaan	anticipation	0.398
poke	menyodok	anticipation	0.391
unfulfilled	tidak terpenuhi	anticipation	0.391
assurance	jaminan	anticipation	0.391
condemnation	penghukuman	anticipation	0.391
undoubted	tidak diragukan lagi	anticipation	0.391
diplomacy	diplomasi	anticipation	0.391
familiarity	keakraban	anticipation	0.391
antidote	penangkal	anticipation	0.391
chuckle	tertawa kecil	anticipation	0.391
objective	objektif	anticipation	0.391
maternal	keibuan	anticipation	0.391
abeyance	penundaan	anticipation	0.391
art	seni	anticipation	0.391
linger	masih tertinggal	anticipation	0.391
trust	kepercayaan	anticipation	0.391
depraved	bejat	anticipation	0.391
sanctify	menguduskan	anticipation	0.391
inoculation	inokulasi	anticipation	0.384
chant	nyanyian	anticipation	0.383
banger	banger	anticipation	0.383
playground	tempat bermain	anticipation	0.383
failing	kegagalan	anticipation	0.383
ship	kapal	anticipation	0.383
hymn	nyanyian pujian	anticipation	0.383
simplify	menyederhanakan	anticipation	0.383
ram	ram	anticipation	0.383
labor	tenaga kerja	anticipation	0.383
discretion	kebijaksanaan	anticipation	0.383
hap	NO TRANSLATION	anticipation	0.383
good	baik	anticipation	0.383
scientist	ilmuwan	anticipation	0.383
undecided	bimbang	anticipation	0.383
humanitarian	kemanusiaan	anticipation	0.383
depend	tergantung	anticipation	0.383
dutiful	patuh	anticipation	0.383
clock	jam	anticipation	0.375
sterling	sterling	anticipation	0.375
mountain	gunung	anticipation	0.375
savor	menikmati	anticipation	0.375
recurrent	berulang	anticipation	0.375
interim	sementara	anticipation	0.375
navigator	navigator	anticipation	0.375
gradual	bertahap	anticipation	0.375
interminable	tak berkesudahan	anticipation	0.375
track	jalur	anticipation	0.375
public	publik	anticipation	0.375
cradle	buaian	anticipation	0.375
concealed	dirahasiakan	anticipation	0.367
lesson	pelajaran	anticipation	0.367
instructions	instruksi	anticipation	0.367
shiver	menggigil	anticipation	0.367
musical	musikal	anticipation	0.367
towering	tinggi	anticipation	0.367
whim	tingkah	anticipation	0.367
spear	tombak	anticipation	0.367
convince	meyakinkan	anticipation	0.367
sonar	sonar	anticipation	0.367
abide	tinggal	anticipation	0.367
biennial	dua tahunan	anticipation	0.367
theology	teologi	anticipation	0.359
offset	mengimbangi	anticipation	0.359
atone	menebus	anticipation	0.359
timidity	sifat takut-takut	anticipation	0.359
theory	teori	anticipation	0.359
undying	abadi	anticipation	0.359
plump	montok	anticipation	0.359
audience	hadirin	anticipation	0.357
nobility	kaum bangsawan	anticipation	0.352
paragon	suri teladan	anticipation	0.352
dietary	diet	anticipation	0.352
closure	penutupan	anticipation	0.352
store	toko	anticipation	0.352
localize	melokalisir	anticipation	0.352
cramp	kejang	anticipation	0.352
daily	harian	anticipation	0.352
kindred	keluarga	anticipation	0.352
farm	tanah pertanian	anticipation	0.352
edition	edisi	anticipation	0.352
consecration	konsekrasi	anticipation	0.352
archaeology	arkeologi	anticipation	0.344
mobile	seluler	anticipation	0.344
errand	urusan	anticipation	0.344
wireless	nirkabel	anticipation	0.344
mutable	yg mungkin berubah	anticipation	0.344
meditate	merenungkan	anticipation	0.344
stripped	dilucuti	anticipation	0.344
lessen	mengurangi	anticipation	0.336
unaccountable	tidak akuntabel	anticipation	0.336
pare	NO TRANSLATION	anticipation	0.336
brotherly	persaudaraan	anticipation	0.336
buddy	sobat	anticipation	0.336
unbeaten	tak terkalahkan	anticipation	0.336
germ	kuman	anticipation	0.336
dove	merpati	anticipation	0.328
digress	ngelantur	anticipation	0.328
ribbon	pita	anticipation	0.328
olfactory	pencium	anticipation	0.328
patient	sabar	anticipation	0.328
council	Dewan	anticipation	0.328
possess	memiliki	anticipation	0.328
secular	sekuler	anticipation	0.328
chastity	kesucian	anticipation	0.328
disposed	cenderung	anticipation	0.320
regularity	keteraturan	anticipation	0.320
mediator	penengah	anticipation	0.320
scrutinize	meneliti	anticipation	0.320
fancy	mewah	anticipation	0.320
immature	belum dewasa	anticipation	0.320
infanticide	pembunuhan anak	anticipation	0.320
heft	berat	anticipation	0.320
preservative	pengawet	anticipation	0.320
paddle	mendayung	anticipation	0.320
cove	teluk kecil	anticipation	0.320
denying	menyangkal	anticipation	0.312
bugle	terompet	anticipation	0.312
unpublished	tidak diterbitkan	anticipation	0.312
analyst	analis	anticipation	0.312
grim	suram	anticipation	0.312
church	gereja	anticipation	0.312
priesthood	imamat	anticipation	0.305
mill	pabrik	anticipation	0.305
judicial	judisial	anticipation	0.305
broadside	selebaran	anticipation	0.305
tributary	anak sungai	anticipation	0.297
cap	topi	anticipation	0.297
thermocouple	termokopel	anticipation	0.297
dismay	kecemasan	anticipation	0.297
instructor	pengajar	anticipation	0.297
saliva	air liur	anticipation	0.297
exhaustion	kelelahan	anticipation	0.297
bruise	memar	anticipation	0.289
wont	NO TRANSLATION	anticipation	0.289
homeless	tuna wisma	anticipation	0.289
visor	kedok	anticipation	0.289
discreet	NO TRANSLATION	anticipation	0.289
network	jaringan	anticipation	0.289
shackle	belenggu	anticipation	0.289
addresses	alamat	anticipation	0.289
noncompliance	ketidakpatuhan	anticipation	0.289
cataract	katarak	anticipation	0.289
skewed	miring	anticipation	0.281
astronomer	ahli astronomi	anticipation	0.281
neighbor	tetangga	anticipation	0.281
holiness	kekudusan	anticipation	0.273
devil	setan	anticipation	0.273
cream	krim	anticipation	0.273
picket	piket	anticipation	0.273
latent	terpendam	anticipation	0.273
immaturity	ketidakdewasaan	anticipation	0.273
sentence	kalimat	anticipation	0.273
neighborhood	lingkungan	anticipation	0.266
morals	moral	anticipation	0.266
lull	menidurkan	anticipation	0.266
habitual	biasa	anticipation	0.266
weight	berat	anticipation	0.258
bye	selamat tinggal	anticipation	0.258
forearm	lengan bawah	anticipation	0.250
clown	badut	anticipation	0.250
organ	organ	anticipation	0.250
quote	kutipan	anticipation	0.242
commonplace	biasa	anticipation	0.242
dictatorship	kediktatoran	anticipation	0.234
board	naik	anticipation	0.234
white	putih	anticipation	0.234
treadmill	pekerjaan yg membosankan	anticipation	0.234
rail	rel	anticipation	0.234
sundial	jam bayangan matahari	anticipation	0.227
tree	pohon	anticipation	0.227
paralysis	kelumpuhan	anticipation	0.211
worm	cacing	anticipation	0.203
organization	organisasi	anticipation	0.203
cement	semen	anticipation	0.203
lagging	tertinggal	anticipation	0.180
neutral	netral	anticipation	0.148
cannibalism	kanibalisme	disgust	0.953
mutilation	mutilasi	disgust	0.930
molestation	penganiayaan	disgust	0.914
incest	incest	disgust	0.914
gonorrhea	gonorea	disgust	0.906
rape	memperkosa	disgust	0.906
cannibal	kanibal	disgust	0.898
rot	membusuk	disgust	0.891
corpse	mayat	disgust	0.883
massacre	pembantaian	disgust	0.883
excrement	kotoran	disgust	0.883
slaughter	pembantaian	disgust	0.875
barf	muntah	disgust	0.875
slaughterhouse	rumah jagal	disgust	0.867
rancid	tengik	disgust	0.859
sewerage	sewerage	disgust	0.859
incestuous	sumbang	disgust	0.859
filth	kotoran	disgust	0.859
bigot	fanatik	disgust	0.859
infestation	kutu	disgust	0.852
plague	wabah	disgust	0.852
bloodthirsty	haus darah	disgust	0.852
holocaust	bencana	disgust	0.852
rotting	membusuk	disgust	0.844
maggot	belatung	disgust	0.844
feces	kotoran	disgust	0.844
fecal	feses	disgust	0.844
murder	pembunuhan	disgust	0.839
infanticide	pembunuhan anak	disgust	0.836
homicide	pembunuhan	disgust	0.836
asshole	brengsek	disgust	0.836
enslaved	diperbudak	disgust	0.836
gore	menanduk	disgust	0.828
perverted	sesat	disgust	0.828
torture	penyiksaan	disgust	0.828
slaughtering	membantai	disgust	0.828
excretion	pengeluaran	disgust	0.828
contaminate	mencemari	disgust	0.821
murderer	pembunuh	disgust	0.820
gory	berdarah	disgust	0.820
repugnant	menjijikkan	disgust	0.820
desecration	penodaan	disgust	0.820
grotesque	fantastis	disgust	0.820
revolting	menjijikkan	disgust	0.820
diarrhoea	diare	disgust	0.820
manure	pupuk	disgust	0.820
terrorist	teroris	disgust	0.820
shit	kotoran	disgust	0.820
pervert	menyesatkan	disgust	0.820
slavery	perbudakan	disgust	0.812
faeces	kotoran	disgust	0.812
sewer	saluran pembuangan	disgust	0.812
vomit	muntahan	disgust	0.812
manslaughter	pembunuhan biasa	disgust	0.812
dismemberment	pemotongan	disgust	0.812
cadaver	mayat	disgust	0.812
hemorrhage	pendarahan	disgust	0.805
repulsive	menjijikkan	disgust	0.805
perverse	jahat	disgust	0.805
filthy	kotor	disgust	0.797
sewage	kotoran	disgust	0.797
depravity	kebejatan	disgust	0.797
diseased	sakit	disgust	0.797
carcass	bangkai	disgust	0.795
decompose	membusuk	disgust	0.789
vermin	hama	disgust	0.789
puke	muntah	disgust	0.789
parasite	parasit	disgust	0.789
horrific	mengerikan	disgust	0.789
gruesome	mengerikan	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	dimutilasi	disgust	0.789
murderous	kejam	disgust	0.789
decayed	busuk	disgust	0.789
herpes	herpes	disgust	0.789
slime	lendir	disgust	0.781
flatulence	perut kembung	disgust	0.781
monstrosity	monstrositas	disgust	0.781
carnage	pembantaian	disgust	0.781
pestilence	sampar	disgust	0.781
malaria	malaria	disgust	0.781
crap	sampah	disgust	0.781
toxic	racun	disgust	0.773
loathsome	menjijikkan	disgust	0.773
insidious	berbahaya	disgust	0.773
leprosy	kusta	disgust	0.773
morgue	kamar mayat	disgust	0.773
pus	nanah	disgust	0.773
herpesvirus	virus herpes	disgust	0.773
whore	pelacur	disgust	0.766
cruel	kejam	disgust	0.766
repugnance	kebencian	disgust	0.766
revulsion	perubahan	disgust	0.766
xenophobia	xenofobia	disgust	0.766
regurgitation	regurgitasi	disgust	0.766
anthrax	antraks	disgust	0.766
lynch	lynch	disgust	0.766
dissection	pembedahan	disgust	0.759
canker	karat	disgust	0.758
cruelty	kekejaman	disgust	0.758
perversion	pemutarbalikan	disgust	0.758
evil	jahat	disgust	0.758
slum	permukiman kumuh	disgust	0.758
infectious	menular	disgust	0.758
mucous	lendir	disgust	0.758
phlegm	dahak	disgust	0.758
leeches	lintah	disgust	0.750
decomposition	penguraian	disgust	0.750
sinister	jahat	disgust	0.750
corrupting	merusak	disgust	0.750
demon	setan	disgust	0.742
stinking	bau busuk	disgust	0.742
septic	septik	disgust	0.742
deranged	gila	disgust	0.742
bile	empedu	disgust	0.742
soiled	kotor	disgust	0.742
mucus	lendir	disgust	0.742
abhorrence	kebencian	disgust	0.742
abomination	kekejian	disgust	0.742
sickening	memuakkan	disgust	0.742
demonic	jahat	disgust	0.742
foul	busuk	disgust	0.734
obese	gendut	disgust	0.734
sicken	jatuh sakit	disgust	0.734
degeneracy	degenerasi	disgust	0.734
crucifixion	penyaliban	disgust	0.734
despicable	tercela	disgust	0.734
cancer	kanker	disgust	0.734
atrocity	kekejaman	disgust	0.734
terrorism	terorisme	disgust	0.734
dirty	kotor	disgust	0.727
dysentery	disentri	disgust	0.727
adultery	zina	disgust	0.727
contamination	kontaminasi	disgust	0.727
bacterium	bakteri	disgust	0.727
diabolical	kejam	disgust	0.727
morbidity	morbiditas	disgust	0.727
grisly	mengerikan	disgust	0.727
repulsion	tolakan	disgust	0.727
enema	enema	disgust	0.727
contagion	penularan	disgust	0.719
disfigured	dirusak	disgust	0.719
muck	kotoran	disgust	0.719
lewd	cabul	disgust	0.719
garbage	sampah	disgust	0.719
autopsy	autopsi	disgust	0.719
bowels	usus	disgust	0.719
gross	kotor	disgust	0.719
vulgar	vulgar	disgust	0.719
barbaric	biadab	disgust	0.719
disgust	menjijikkan	disgust	0.719
vicious	ganas	disgust	0.719
entrails	isi perut	disgust	0.719
deterioration	kemerosotan	disgust	0.719
pungent	tajam	disgust	0.719
bloodshed	pertumpahan darah	disgust	0.714
violent	hebat	disgust	0.711
tyrant	tiran	disgust	0.711
poisoned	keracunan	disgust	0.711
pollute	mengotori	disgust	0.711
wretched	malang	disgust	0.711
nausea	mual	disgust	0.711
mortification	malu	disgust	0.711
gag	muntah	disgust	0.711
vulgarity	kekasaran	disgust	0.703
disgusting	menjijikkan	disgust	0.703
grope	merogoh	disgust	0.703
slut	pelacur	disgust	0.703
poisoning	peracunan	disgust	0.703
depraved	bejat	disgust	0.703
noxious	berbahaya	disgust	0.703
porn	porno	disgust	0.703
nasty	menjijikan	disgust	0.703
slimy	berlendir	disgust	0.703
despotism	despotisme	disgust	0.703
nauseate	memuakkan	disgust	0.703
secretion	sekresi	disgust	0.703
constipation	sembelit	disgust	0.703
hateful	penuh kebencian	disgust	0.703
grime	kotoran	disgust	0.703
measles	campak	disgust	0.696
contagious	menular	disgust	0.695
hellish	jahat	disgust	0.695
waste	limbah	disgust	0.695
suicidal	bunuh diri	disgust	0.695
abuse	penyalahgunaan	disgust	0.695
hate	benci	disgust	0.695
wretch	orang celaka	disgust	0.695
intestinal	usus	disgust	0.695
wart	kutil	disgust	0.695
obesity	kegemukan	disgust	0.695
scum	sampah	disgust	0.695
contaminated	terkontaminasi	disgust	0.688
disease	penyakit	disgust	0.688
rabid	fanatik	disgust	0.688
ooze	keluar	disgust	0.688
treason	pengkhianatan	disgust	0.688
heartworm	cacing hati	disgust	0.688
smut	jelaga	disgust	0.688
cholera	kolera	disgust	0.680
deformed	cacat	disgust	0.680
detest	benci	disgust	0.680
bestial	kejam	disgust	0.680
sickness	penyakit	disgust	0.680
antichrist	antikristus	disgust	0.680
abhorrent	mengerikan	disgust	0.680
soulless	tanpa jiwa	disgust	0.680
freakish	aneh	disgust	0.680
grimy	kotor	disgust	0.680
hatred	kebencian	disgust	0.680
pollution	polusi	disgust	0.680
germ	kuman	disgust	0.680
abominate	merasa jijik	disgust	0.680
hell	neraka	disgust	0.680
dilapidated	bobrok	disgust	0.672
dictatorship	kediktatoran	disgust	0.672
inhuman	tidak manusiawi	disgust	0.672
greasy	berminyak	disgust	0.672
hideous	mengerikan	disgust	0.672
loathful	yg memuakkan	disgust	0.672
obscene	tidak senonoh	disgust	0.672
loathing	kebencian	disgust	0.672
cess	cess	disgust	0.670
devil	setan	disgust	0.664
heretic	bidat	disgust	0.664
nauseous	mual	disgust	0.664
abominable	mengerikan	disgust	0.664
deformity	kelainan bentuk	disgust	0.664
deadly	mematikan	disgust	0.664
swine	babi	disgust	0.664
discrimination	diskriminasi	disgust	0.664
masochism	kesenangan karena menderita	disgust	0.664
poisonous	beracun	disgust	0.656
prejudiced	berprasangka buruk	disgust	0.656
bacteria	bakteri	disgust	0.656
death	kematian	disgust	0.656
poison	meracuni	disgust	0.656
trash	sampah	disgust	0.656
abortion	abortus	disgust	0.656
corruption	korupsi	disgust	0.656
victimized	menjadi korban	disgust	0.656
oppression	penindasan	disgust	0.656
goo	goo	disgust	0.656
latrines	jamban	disgust	0.656
horror	kengerian	disgust	0.656
horrible	mengerikan	disgust	0.656
nefarious	jahat	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	pendendam	disgust	0.648
outhouse	kakus	disgust	0.648
horrid	mengerikan	disgust	0.648
detestation	kebencian	disgust	0.648
sludge	lumpur	disgust	0.648
ugly	jelek	disgust	0.648
trashy	tak bermutu	disgust	0.648
bitch	menggerutu	disgust	0.648
immoral	asusila	disgust	0.648
malfeasance	malfeasance	disgust	0.641
spew	memuntahkan	disgust	0.641
pimple	jerawat	disgust	0.641
indecency	ketidaksenonohan	disgust	0.641
unsightly	sedap dipandang	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	jahat	disgust	0.641
cystic	cystic	disgust	0.641
horrifying	mengerikan	disgust	0.641
derogatory	menghina	disgust	0.641
laxative	pencahar	disgust	0.641
criminality	kriminalitas	disgust	0.641
oppressive	opresif	disgust	0.633
sinful	penuh dosa	disgust	0.633
bigoted	fanatik	disgust	0.633
doomsday	kiamat	disgust	0.633
prostitution	pelacuran	disgust	0.633
ulcer	maag	disgust	0.633
secrete	mengeluarkan	disgust	0.633
perpetrator	pelaku	disgust	0.633
rat	tikus	disgust	0.633
queasy	mual	disgust	0.633
mildew	jamur	disgust	0.633
dastardly	pengecut	disgust	0.625
disgraceful	memalukan	disgust	0.625
ghastly	mengerikan	disgust	0.625
persecution	penganiayaan	disgust	0.625
devilish	jahat	disgust	0.625
degrading	merendahkan	disgust	0.625
obscenity	kecabulan	disgust	0.625
fungus	jamur	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	kerakusan	disgust	0.625
stools	tinja	disgust	0.625
suffering	penderitaan	disgust	0.625
contemptible	hina	disgust	0.625
cuckold	suami yg istrinya tdk setia	disgust	0.625
bloated	bengkak	disgust	0.625
aghast	terperanjat	disgust	0.625
betrayal	pengkhianatan	disgust	0.617
guillotine	guillotine	disgust	0.617
infect	menulari	disgust	0.617
spoil	memanjakan	disgust	0.617
tetanus	tetanus	disgust	0.617
fat	lemak	disgust	0.617
louse	kutu	disgust	0.617
malicious	jahat	disgust	0.617
polygamy	poligami	disgust	0.617
crusty	keras	disgust	0.617
atrocious	mengerikan	disgust	0.617
deceit	penipuan	disgust	0.617
termite	rayap	disgust	0.617
loathe	benci	disgust	0.617
wench	dara	disgust	0.617
dying	sekarat	disgust	0.617
sickly	sakitan	disgust	0.617
diaper	popok	disgust	0.617
strangle	mencekik	disgust	0.617
drool	air liur	disgust	0.609
slander	fitnah	disgust	0.609
abhor	benci	disgust	0.609
venomous	berbisa	disgust	0.609
brothel	bordil	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	dengan kasar	disgust	0.609
hostile	bermusuhan	disgust	0.609
sabotage	sabotase	disgust	0.609
deform	merusak bentuk	disgust	0.609
bleeding	berdarah	disgust	0.609
unwashed	tidak dicuci	disgust	0.602
lunacy	kegilaan	disgust	0.602
imprisonment	hukuman penjara	disgust	0.602
infidel	kafir	disgust	0.602
deprivation	perampasan	disgust	0.602
traitor	pengkhianat	disgust	0.602
ugliness	kejelekan	disgust	0.602
musty	apak	disgust	0.602
illicit	gelap	disgust	0.602
swampy	berawa	disgust	0.602
poaching	perburuan	disgust	0.602
hag	hag	disgust	0.602
butcher	tukang daging	disgust	0.594
lunatic	gila	disgust	0.594
venom	bisa ular	disgust	0.594
repelling	memukul mundur	disgust	0.594
thug	penjahat	disgust	0.594
misery	penderitaan	disgust	0.594
toilet	toilet	disgust	0.594
slug	siput	disgust	0.594
catastrophe	malapetaka	disgust	0.594
epidemic	wabah	disgust	0.594
gut	usus	disgust	0.594
intoxicated	mabuk	disgust	0.594
blister	melepuh	disgust	0.594
deceitful	bohong	disgust	0.594
hostility	permusuhan	disgust	0.594
queasiness	mual	disgust	0.594
lurid	seram	disgust	0.594
sinner	pendosa	disgust	0.594
incubus	syaitan	disgust	0.586
lavatory	WC	disgust	0.586
harass	mengganggu	disgust	0.586
unclean	najis	disgust	0.586
prostitute	pelacur	disgust	0.586
pornography	pornografi	disgust	0.586
dreadful	mengerikan	disgust	0.586
deteriorated	memburuk	disgust	0.586
appalling	mengerikan	disgust	0.586
unfaithful	tidak setia	disgust	0.578
rash	ruam	disgust	0.578
humiliating	memalukan	disgust	0.578
ruinous	merusak	disgust	0.578
squeamish	mudah tersinggung	disgust	0.578
offensive	serangan	disgust	0.578
conspirator	konspirator	disgust	0.578
larceny	pencurian	disgust	0.578
debauchery	penyelewengan	disgust	0.578
mangle	mengoyakkan	disgust	0.578
flea	kutu	disgust	0.578
hypocrite	munafik	disgust	0.578
retard	memperlambat	disgust	0.578
fiend	iblis	disgust	0.578
sick	sakit	disgust	0.578
quagmire	rawa	disgust	0.578
expulsion	pengusiran	disgust	0.578
treacherous	berbahaya	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	meludah	disgust	0.570
devastating	menghancurkan	disgust	0.570
bastard	bajingan	disgust	0.570
messy	kacau	disgust	0.570
flog	mencambuk	disgust	0.570
egregious	mengerikan	disgust	0.570
swamp	rawa	disgust	0.570
oppress	menindas	disgust	0.570
despise	memandang rendah	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	ular	disgust	0.570
snake	ular	disgust	0.562
terrible	buruk	disgust	0.562
awful	mengerikan	disgust	0.562
harmful	berbahaya	disgust	0.562
insanity	penyakit jiwa	disgust	0.562
indecent	tidak senonoh	disgust	0.562
sordid	mesum	disgust	0.562
loo	loo	disgust	0.562
scoundrel	bajingan	disgust	0.562
enemy	musuh	disgust	0.562
stealing	pencurian	disgust	0.562
alcoholism	alkoholisme	disgust	0.562
humiliation	penghinaan	disgust	0.562
ruthless	kejam	disgust	0.562
sloppy	ceroboh	disgust	0.562
tyrannical	kejam	disgust	0.562
harlot	pelacur	disgust	0.562
sinning	berbuat dosa	disgust	0.562
robbery	perampokan	disgust	0.555
insufferable	tak tertahankan	disgust	0.555
arsenic	arsenik	disgust	0.555
bloody	berdarah	disgust	0.555
odious	menjijikkan	disgust	0.555
ridicule	ejekan	disgust	0.555
atrophy	atrophia	disgust	0.555
beastly	jijik	disgust	0.555
collusion	kolusi	disgust	0.555
distaste	kebencian	disgust	0.555
segregate	memisahkan	disgust	0.555
discriminating	diskriminatif	disgust	0.555
coward	pengecut	disgust	0.555
wickedness	kejahatan	disgust	0.555
threatening	mengancam	disgust	0.555
unattractive	kurang menarik	disgust	0.555
slayer	pembunuh	disgust	0.555
flabby	lembek	disgust	0.555
varicella	varicella	disgust	0.555
miserable	sedih	disgust	0.547
sty	tembel	disgust	0.547
ogre	raksasa	disgust	0.547
coercion	paksaan	disgust	0.547
thief	pencuri	disgust	0.547
slur	cercaan	disgust	0.547
suffocating	mencekik	disgust	0.547
anathema	laknat	disgust	0.547
purgatory	api penyucian	disgust	0.547
malevolent	jahat	disgust	0.547
bitterly	pahit	disgust	0.547
burglar	pencuri	disgust	0.547
attacking	menyerang	disgust	0.547
vesicular	vesikular	disgust	0.547
condemnation	penghukuman	disgust	0.547
